Unnamed: 1_level_0_Player,Unnamed: 4_level_0_Squad,Unnamed: 0_level_0_Rk,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 36_level_0_Matches,League_Unnamed: 37_level_1,Table_Unnamed: 38_level_1,Unnamed: 7_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 22_level_0_Ast,Unnamed: 23_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 26_level_0_KP,Unnamed: 27_level_0_1/3,Unnamed: 28_level_0_PPA,Unnamed: 29_level_0_CrsPA,Unnamed: 30_level_0_PrgP,Unnamed: 31_level_0_Matches,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 25_level_0_Matches,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 30_level_0_Matches,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches,Unnamed: 23_level_0_A-xAG,Unnamed: 24_level_0_KP,Unnamed: 25_level_0_1/3,Unnamed: 26_level_0_PPA,Unnamed: 27_level_0_CrsPA,Unnamed: 28_level_0_Matches,Unnamed: 19_level_0_Matches,Unnamed: 27_level_0_Rec
José Romero,Tigre,686,ar ARG,"FW,MF",22.0,2003,7,3,277,3.1,3,1,4,3,0,0,0,0,1.5,1.5,1.1,2.5,6,4,17,0.97,0.32,1.30,0.97,1.30,0.48,0.34,0.82,0.48,0.82,Matches,Argentina,stats_standard,3.1,29,38,76.3,411,79,18,21,85.7,9,11,81.8,2,3,66.7,1,1.1,0.5,-0.1,2,2,1,0,4,Matches,3,13,7,53.8,4.22,2.27,0.23,0.43,16.6,0,0,0,0.11,+1.5,+1.5,Matches,82,0,7,38,42,22,82,9,5,55.6,4,44.4,41,256,143,6,7,3,12,4,59,17,Matches,6,1.95,2,0,3,1,0,0,3,0.97,1,0,2,0,0,0,Matches,38,37,1,0,0,1,0,0,0,0,0,0,29,0,2,Matches,,,,,,,,
José Sabino,São Paulo,459,br BRA,DF,28.0,1996,6,5,415,4.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,4,29,1,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,Brazil,stats_standard,4.6,206,237,86.9,4022,1547,59,65,90.8,129,136,94.9,16,32,50.0,0,0.0,0.1,0.0,1,28,0,0,29,Matches,0,4,2,50.0,0.87,0.43,0.00,0.00,15.4,0,0,0,0.04,-0.2,-0.2,Matches,287,25,114,161,13,4,287,3,2,66.7,1,33.3,160,680,422,4,4,1,1,0,185,1,Matches,7,1.52,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,237,231,6,3,1,0,0,3,0,0,0,0,206,0,1,Matches,,,,,,,,
José Silva,Sporting CP,508,pt POR,DF,18.0,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Portugal,stats_standard,0.1,2,6,33.3,15,8,1,2,50.0,0,2,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,8,0,2,3,3,2,8,1,0,0.0,1,100.0,4,7,0,0,0,0,0,1,2,0,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6,3,3,0,0,0,0,3,0,0,0,0,2,0,0,Matches,,,,,,,,
José Sosa,Estudiantes–LP,739,ar ARG,"MF,FW",40.0,1985,12,7,509,5.7,1,0,1,1,0,0,1,0,0.4,0.4,0.3,0.7,10,54,35,0.18,0.00,0.18,0.18,0.18,0.07,0.05,0.13,0.07,0.13,Matches,Argentina,stats_standard,5.7,270,360,75.0,4735,1357,126,147,85.7,103,127,81.1,33,64,51.6,0,0.3,0.4,-0.3,7,46,3,1,54,Matches,1,6,1,16.7,1.06,0.18,0.17,1.00,22.6,3,0,0,0.07,+0.6,+0.6,Matches,406,5,34,230,146,5,406,9,5,55.6,4,44.4,224,1039,524,10,7,0,6,2,300,35,Matches,21,3.71,17,4,0,0,0,0,3,0.53,3,0,0,0,0,0,Matches,360,328,30,7,1,3,34,5,17,7,10,0,270,2,7,Matches,,,,,,,,
José Sá,Wolves,448,pt POR,GK,31.0,1993,29,29,2609,29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,England,stats_standard,29.0,592,924,64.1,15334,10381,120,121,99.2,325,335,97.0,143,460,31.1,0,0.2,0.0,-0.2,3,22,1,0,2,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,985,785,976,10,0,0,985,8,8,100.0,0,0.0,630,3790,2483,0,0,0,1,0,485,0,Matches,5,0.17,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,924,706,215,65,1,0,0,0,0,0,0,0,592,3,1,Matches,,,,,,,,
José Vitor Silva Neves,Mirassol,350,br BRA,FW,25.0,2000,2,0,25,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Brazil,stats_standard,0.3,7,11,63.6,102,20,2,3,66.7,4,5,80.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,19,0,3,10,6,0,19,2,1,50.0,1,50.0,10,42,1,0,0,0,2,1,10,0,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,11,11,0,0,0,0,0,0,0,0,0,0,7,0,1,Matches,,,,,,,,
José Welison,Fortaleza,533,br BRA,MF,30.0,1995,8,4,423,4.7,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,2,21,7,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches,Brazil,stats_standard,4.7,175,213,82.2,3047,872,75,85,88.2,78,89,87.6,14,29,48.3,0,0.1,0.2,-0.1,5,25,2,1,21,Matches,0,4,0,0.0,0.85,0.00,0.00,,27.1,1,0,0,0.05,-0.2,-0.2,Matches,257,15,59,163,38,2,257,1,1,100.0,0,0.0,133,506,155,2,4,0,2,4,157,7,Matches,9,1.91,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,213,202,10,6,0,0,7,3,1,0,1,0,175,1,1,Matches,,,,,,,,
Jota,Celtic,157,pt POR,FW,25.0,1999,11,7,567,6.3,4,2,6,4,0,0,0,0,,,,,,,,0.63,0.32,0.95,0.63,0.95,,,,,,,Scotland,stats_standard,6.3,,,,,,,,,,,,,,,2,,,,,,,,,,4,16,9,56.3,2.54,1.43,0.25,0.44,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,40,,,,,,,,,Matches,,,,,,Matches,Matches,
Jota,Rennes,253,pt POR,"FW,MF",25.0,1999,9,3,334,3.7,1,0,1,1,0,0,0,0,1.3,1.3,0.3,1.6,13,16,35,0.27,0.00,0.27,0.27,0.27,0.36,0.08,0.44,0.36,0.44,Matches,France,stats_standard,3.7,95,132,72.0,1498,360,45,53,84.9,39,51,76.5,5,13,38.5,0,0.3,0.4,-0.3,5,10,6,2,16,Matches,1,4,2,50.0,1.08,0.54,0.25,0.50,9.7,0,0,0,0.33,-0.3,-0.3,Matches,172,1,13,65,95,16,172,13,4,30.8,8,61.5,114,655,334,13,6,5,7,2,130,35,Matches,7,1.89,6,0,1,0,0,0,1,0.27,1,0,0,0,0,0,Matches,132,124,8,1,1,1,16,4,3,1,0,0,95,0,4,Matches,,,,,,,,
Jota Silva,Nott'ham Forest,473,pt POR,"FW,MF",24.0,1999,31,5,854,9.5,3,1,4,3,0,0,5,0,2.1,2.1,2.9,5.0,21,18,59,0.32,0.11,0.42,0.32,0.42,0.22,0.30,0.53,0.22,0.53,Matches,England,stats_standard,9.5,118,196,60.2,1692,471,66,86,76.7,37,60,61.7,6,19,31.6,1,2.9,1.8,-1.9,14,4,9,3,18,Matches,3,23,7,30.4,2.42,0.74,0.13,0.43,14.5,0,0,0,0.09,+0.9,+0.9,Matches,357,19,83,104,181,46,357,34,10,29.4,15,44.1,175,1153,632,21,13,9,24,12,202,59,Matches,29,3.06,22,0,1,3,3,0,3,0.32,2,0,0,0,1,0,Matches,196,191,3,0,1,1,21,2,1,0,0,0,118,2,12,Matches,,,,,,,,
Jovane Cabral,Estrela,91,cv CPV,"FW,MF",26.0,1998,26,13,1154,12.8,2,1,3,2,0,1,4,0,2.4,1.6,1.4,3.0,21,46,59,0.16,0.08,0.23,0.16,0.23,0.19,0.11,0.30,0.12,0.24,Matches,Portugal,stats_standard,12.8,230,352,65.3,4034,1342,105,136,77.2,99,123,80.5,21,69,30.4,1,1.4,1.9,-0.4,11,32,15,0,46,Matches,2,25,6,24.0,1.95,0.47,0.08,0.33,21.1,3,0,1,0.06,-0.4,+0.4,Matches,550,9,100,253,205,34,549,34,15,44.1,16,47.1,269,1455,706,21,13,7,49,22,325,59,Matches,34,2.65,24,6,1,2,1,0,2,0.16,1,0,0,0,1,0,Matches,352,304,44,14,11,5,35,13,17,12,1,0,230,4,9,Matches,,,,,,,,
João Aurélio,Nacional,34,pt POR,"DF,FW",35.0,1988,14,4,409,4.5,1,1,2,1,0,0,1,0,0.4,0.4,0.6,1.0,9,11,19,0.22,0.22,0.44,0.22,0.44,0.08,0.14,0.22,0.08,0.22,Matches,Portugal,stats_standard,4.5,95,147,64.6,1634,645,36,45,80.0,47,62,75.8,7,25,28.0,1,0.6,0.7,+0.4,3,8,6,4,11,Matches,1,5,1,20.0,1.10,0.22,0.20,1.00,10.8,0,0,0,0.07,+0.6,+0.6,Matches,206,16,55,81,72,8,206,6,3,50.0,3,50.0,77,428,231,9,7,2,5,1,98,19,Matches,6,1.32,4,0,0,1,1,0,1,0.22,1,0,0,0,0,0,Matches,147,118,28,1,0,0,14,27,0,0,0,0,95,1,6,Matches,,,,,,,,
João Carvalho,Estoril,101,pt POR,"MF,FW",27.0,1997,28,27,2308,25.6,6,3,9,6,0,0,5,1,1.8,1.8,4.1,5.9,39,135,128,0.23,0.12,0.35,0.23,0.35,0.07,0.16,0.23,0.07,0.23,Matches,Portugal,stats_standard,25.6,786,1043,75.4,13557,4440,374,451,82.9,300,362,82.9,87,156,55.8,3,4.1,4.0,-1.1,29,106,33,0,135,Matches,6,32,12,37.5,1.25,0.47,0.19,0.50,25.1,1,0,0,0.06,+4.2,+4.2,Matches,1339,16,179,705,473,48,1339,103,31,30.1,68,66.0,782,3575,1446,39,38,7,70,41,975,128,Matches,74,2.89,59,4,7,2,1,1,8,0.31,7,0,1,0,0,0,Matches,1043,968,68,17,16,9,45,13,28,5,15,0,786,7,21,Matches,,,,,,,,
João Costa,Santa Clara,130,pt POR,FW,24.0,2000,24,8,728,8.1,3,0,3,3,0,0,1,0,4.0,4.0,1.3,5.3,3,10,28,0.37,0.00,0.37,0.37,0.37,0.50,0.16,0.66,0.50,0.66,Matches,Portugal,stats_standard,8.1,95,146,65.1,1150,219,62,89,69.7,27,38,71.1,0,4,0.0,0,1.3,1.0,-1.3,8,5,2,0,10,Matches,3,15,6,40.0,1.85,0.74,0.20,0.50,10.0,0,0,0,0.28,-1.0,-1.0,Matches,239,8,26,104,110,30,239,13,3,23.1,7,53.8,128,397,121,3,4,2,17,13,148,28,Matches,15,1.85,10,0,1,2,2,0,2,0.25,0,0,1,0,1,0,Matches,146,132,14,0,2,0,0,0,0,0,0,0,95,0,5,Matches,,,,,,,,
João Ferreira,Braga,179,pt POR,DF,23.0,2001,21,13,1311,14.6,0,1,1,0,0,0,6,0,0.6,0.6,1.0,1.5,27,69,40,0.00,0.07,0.07,0.00,0.07,0.04,0.07,0.11,0.04,0.11,Matches,Portugal,stats_standard,14.6,770,955,80.6,15473,5092,264,293,90.1,407,461,88.3,94,176,53.4,1,1.0,1.4,0.0,15,66,8,3,69,Matches,0,5,2,40.0,0.34,0.14,0.00,0.00,8.3,0,0,0,0.11,-0.6,-0.6,Matches,1107,64,347,626,143,15,1107,19,12,63.2,6,31.6,662,3271,1926,27,17,3,8,8,729,40,Matches,27,1.85,21,1,2,0,0,3,1,0.07,1,0,0,0,0,0,Matches,955,848,105,22,3,5,24,83,0,0,0,0,770,2,17,Matches,,,,,,,,
João Ferreira Barros,Boavista,176,pt POR,"MF,FW",18.0,2006,12,2,260,2.9,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,8,5,11,0.00,0.00,0.00,0.00,0.00,0.13,0.03,0.16,0.13,0.16,Matches,Portugal,stats_standard,2.9,43,70,61.4,543,158,18,25,72.0,18,23,78.3,0,5,0.0,0,0.1,0.0,-0.1,3,8,0,0,5,Matches,0,6,2,33.3,2.08,0.69,0.00,0.00,17.6,0,0,0,0.06,-0.4,-0.4,Matches,115,3,18,55,46,8,115,10,6,60.0,4,40.0,57,409,213,8,3,2,6,5,60,11,Matches,8,2.77,3,1,1,2,0,1,0,0.00,0,0,0,0,0,0,Matches,70,63,5,1,0,0,6,2,2,2,0,0,43,2,5,Matches,,,,,,,,
João Félix,Chelsea,178,pt POR,"FW,MF",24.0,1999,12,3,369,4.1,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,21,26,30,0.24,0.24,0.49,0.24,0.49,0.54,0.23,0.78,0.54,0.78,Matches,England,stats_standard,4.1,171,199,85.9,2588,663,95,105,90.5,62,68,91.2,10,15,66.7,1,1.0,0.5,0.0,6,22,8,0,26,Matches,1,20,5,25.0,4.88,1.22,0.05,0.20,15.9,0,0,0,0.11,-1.2,-1.2,Matches,272,2,26,128,125,30,272,31,10,32.3,14,45.2,193,1248,712,21,13,5,6,4,218,30,Matches,18,4.38,12,0,2,3,1,0,3,0.73,1,0,1,0,1,0,Matches,199,193,5,2,2,1,0,3,0,0,0,0,171,1,5,Matches,,,,,,,,
João Félix,Milan,207,pt POR,MF,24.0,1999,15,8,760,8.4,2,0,2,2,0,0,3,0,2.7,2.7,1.2,3.8,20,40,56,0.24,0.00,0.24,0.24,0.24,0.32,0.14,0.46,0.32,0.46,Matches,Italy,stats_standard,8.4,246,301,81.7,3663,1124,154,174,88.5,71,83,85.5,16,27,59.3,0,1.2,1.3,-1.2,10,31,11,0,40,Matches,2,29,8,27.6,3.43,0.95,0.07,0.25,17.9,1,0,0,0.09,-0.7,-0.7,Matches,408,8,52,191,169,43,408,35,15,42.9,15,42.9,275,1606,716,20,24,12,16,9,329,56,Matches,35,4.14,25,1,3,3,3,0,6,0.71,4,0,0,1,1,0,Matches,301,282,16,4,3,2,5,6,1,0,0,0,246,3,9,Matches,,,,,,,,
João Gomes,Wolves,204,br BRA,MF,23.0,2001,36,35,2974,33.0,3,1,4,3,0,0,11,1,2.9,2.9,1.2,4.1,59,165,76,0.09,0.03,0.12,0.09,0.12,0.09,0.04,0.12,0.09,0.12,Matches,England,stats_standard,33.0,1380,1623,85.0,19707,4911,813,896,90.7,430,498,86.3,66,112,58.9,1,1.2,1.9,-0.2,23,122,24,1,165,Matches,3,35,7,20.0,1.06,0.21,0.09,0.43,18.3,0,0,0,0.08,+0.1,+0.1,Matches,1998,62,431,1105,491,45,1998,65,30,46.2,28,43.1,1059,6216,2843,59,51,6,43,51,1335,76,Matches,67,2.03,53,1,5,2,2,4,4,0.12,4,0,0,0,0,0,Matches,1623,1564,56,27,5,9,29,17,1,1,0,0,1380,3,24,Matches,,,,,,,,
João Gonçalves,Boavista,217,pt POR,GK,23.0,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Portugal,stats_standard,4.0,50,110,45.5,2259,2037,5,5,100.0,12,13,92.3,33,92,35.9,0,0.0,0.0,0.0,0,6,0,0,0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,116,94,115,1,0,0,116,0,0,,0,,47,213,91,0,0,0,0,0,34,0,Matches,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,110,55,55,19,0,0,0,0,0,0,0,0,50,0,0,Matches,,,,,,,,
João Goulart Silva,Casa Pia,223,pt POR,DF,24.0,2000,33,32,2838,31.5,2,0,2,2,0,0,4,0,1.0,1.0,0.5,1.4,16,50,2,0.06,0.00,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,Matches,Portugal,stats_standard,31.5,1058,1304,81.1,20330,7060,356,403,88.3,580,650,89.2,114,214,53.3,0,0.5,0.4,-0.5,4,51,2,0,50,Matches,2,17,3,17.6,0.54,0.10,0.12,0.67,17.0,0,0,0,0.06,+1.0,+1.0,Matches,1658,218,968,645,59,22,1658,20,12,60.0,6,30.0,943,4289,2242,16,5,0,19,2,1033,2,Matches,11,0.35,10,0,0,1,0,0,1,0.03,1,0,0,0,0,0,Matches,1304,1223,77,45,1,10,0,18,0,0,0,0,1058,4,21,Matches,,,,,,,,
João Graça,Rio Ave,226,pt POR,"MF,FW",29.0,1995,16,3,493,5.5,1,0,1,1,0,0,1,0,1.2,1.2,0.1,1.2,11,19,25,0.18,0.00,0.18,0.18,0.18,0.21,0.01,0.22,0.21,0.22,Matches,Portugal,stats_standard,5.5,157,200,78.5,2621,624,72,80,90.0,60,72,83.3,17,25,68.0,0,0.1,0.1,-0.1,2,15,4,4,19,Matches,1,5,1,20.0,0.91,0.18,0.20,1.00,15.5,0,0,0,0.24,-0.2,-0.2,Matches,273,11,63,142,73,6,273,5,0,0.0,5,100.0,181,1084,354,11,2,2,12,13,187,25,Matches,15,2.74,13,0,0,0,1,1,1,0.18,1,0,0,0,0,0,Matches,200,192,6,5,2,0,7,1,0,0,0,0,157,2,9,Matches,,,,,,,,
João Lucas,Grêmio,277,br BRA,DF,27.0,1998,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Brazil,stats_standard,0.5,8,13,61.5,160,49,5,5,100.0,1,3,33.3,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,21,3,13,4,4,0,21,1,0,0.0,1,100.0,4,29,1,0,0,0,1,0,4,0,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,13,8,5,1,0,0,1,4,0,0,0,0,8,0,1,Matches,,,,,,,,
João Marcelo,Atlético Mineiro,299,br BRA,FW,20.0,2005,6,0,57,0.6,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.3,1,3,9,1.58,0.00,1.58,1.58,1.58,0.39,0.03,0.42,0.39,0.42,Matches,Brazil,stats_standard,0.6,7,13,53.8,89,23,5,8,62.5,2,3,66.7,0,0,,0,0.0,0.0,0.0,1,2,0,0,3,Matches,1,4,3,75.0,6.32,4.74,0.25,0.33,11.2,0,0,0,0.06,+0.8,+0.8,Matches,25,0,2,7,16,8,25,0,0,,0,,12,44,21,1,0,0,3,3,20,9,Matches,1,1.58,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,13,13,0,0,0,0,0,0,0,0,0,0,7,0,1,Matches,,,,,,,,
João Marques,Braga,323,pt POR,"MF,FW",22.0,2002,3,0,37,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,6,0.00,0.00,0.00,0.00,0.00,0.22,0.04,0.26,0.22,0.26,Matches,Portugal,stats_standard,0.4,12,17,70.6,206,57,4,4,100.0,5,6,83.3,2,3,66.7,0,0.0,0.0,0.0,1,2,1,1,1,Matches,0,1,0,0.0,2.43,0.00,0.00,,5.8,0,0,0,0.09,-0.1,-0.1,Matches,26,0,5,11,11,1,26,0,0,,0,,8,39,17,0,0,0,1,1,14,6,Matches,2,4.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,17,17,0,0,0,0,2,0,0,0,0,0,12,0,0,Matches,,,,,,,,
João Marques,Gil Vicente FC,324,pt POR,"FW,MF",22.0,2002,11,6,587,6.5,0,1,1,0,0,0,3,0,0.7,0.7,0.2,0.9,11,15,38,0.00,0.15,0.15,0.00,0.15,0.11,0.03,0.14,0.11,0.14,Matches,Portugal,stats_standard,6.5,138,213,64.8,2026,448,71,89,79.8,49,77,63.6,8,24,33.3,1,0.2,0.2,+0.8,3,8,2,1,15,Matches,0,7,1,14.3,1.07,0.15,0.00,0.00,16.9,0,0,0,0.11,-0.7,-0.7,Matches,280,6,49,125,111,15,280,15,7,46.7,8,53.3,150,751,338,11,5,1,10,7,174,38,Matches,10,1.53,8,0,1,0,1,0,1,0.15,1,0,0,0,0,0,Matches,213,201,12,2,1,1,12,7,1,1,0,0,138,0,9,Matches,,,,,,,,
João Mendes,Vitória,336,pt POR,"MF,FW",29.0,1994,32,16,1536,17.1,4,2,6,4,0,0,4,0,2.1,2.1,2.4,4.5,39,97,133,0.23,0.12,0.35,0.23,0.35,0.12,0.14,0.26,0.12,0.26,Matches,Portugal,stats_standard,17.1,569,746,76.3,8579,2470,321,366,87.7,182,227,80.2,40,91,44.0,2,2.4,2.7,-0.4,26,63,20,4,97,Matches,4,34,11,32.4,1.99,0.64,0.12,0.36,22.4,3,0,0,0.06,+1.9,+1.9,Matches,926,14,100,407,426,56,926,42,17,40.5,22,52.4,575,2890,1414,39,37,7,37,24,676,133,Matches,61,3.57,42,8,4,1,6,0,3,0.18,1,1,0,0,1,0,Matches,746,688,55,13,5,2,59,9,32,16,11,0,569,3,24,Matches,,,,,,,,
João Moutinho,Braga,361,pt POR,MF,37.0,1986,22,19,1666,18.5,1,2,3,1,0,0,8,2,0.6,0.6,1.2,1.8,20,157,21,0.05,0.11,0.16,0.05,0.16,0.03,0.06,0.10,0.03,0.10,Matches,Portugal,stats_standard,18.5,1075,1235,87.0,19764,5713,421,453,92.9,518,561,92.3,115,180,63.9,2,1.2,1.7,+0.8,18,139,15,2,157,Matches,1,12,1,8.3,0.65,0.05,0.08,1.00,18.2,1,0,0,0.05,+0.4,+0.4,Matches,1381,32,213,950,226,15,1381,13,9,69.2,4,30.8,747,3232,1649,20,10,0,7,5,944,21,Matches,45,2.43,38,5,0,1,1,0,5,0.27,3,1,0,1,0,0,Matches,1235,1156,78,49,2,5,28,8,20,7,7,1,1075,1,12,Matches,,,,,,,,
João Mário,Benfica,318,pt POR,"FW,MF",31.0,1993,2,2,154,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,3,18,17,0.00,0.00,0.00,0.00,0.00,0.05,0.19,0.24,0.05,0.24,Matches,Portugal,stats_standard,1.7,84,103,81.6,1293,520,50,56,89.3,25,30,83.3,8,13,61.5,0,0.3,0.6,-0.3,5,9,3,0,18,Matches,0,3,2,66.7,1.75,1.17,0.00,0.00,27.9,0,0,0,0.03,-0.1,-0.1,Matches,121,0,11,49,61,3,121,3,0,0.0,3,100.0,73,356,154,3,2,0,4,4,89,17,Matches,8,4.68,5,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,103,94,9,4,2,1,10,1,4,0,3,0,84,0,3,Matches,,,,,,,,
João Mário Lopes,Porto,319,pt POR,"DF,MF",24.0,2000,27,19,1767,19.6,0,3,3,0,0,0,5,0,0.8,0.8,4.4,5.2,78,119,182,0.00,0.15,0.15,0.00,0.15,0.04,0.23,0.27,0.04,0.27,Matches,Portugal,stats_standard,19.6,856,1071,79.9,14096,4457,432,478,90.4,346,424,81.6,65,119,54.6,3,4.4,5.4,-1.4,32,68,53,20,119,Matches,0,16,3,18.8,0.81,0.15,0.00,0.00,18.9,0,0,0,0.05,-0.8,-0.8,Matches,1250,25,214,536,515,43,1250,67,30,44.8,35,52.2,698,4454,2632,78,55,13,26,14,851,182,Matches,63,3.21,54,0,6,1,2,0,5,0.25,3,0,2,0,0,0,Matches,1071,917,151,12,13,2,78,139,0,0,0,0,856,3,27,Matches,,,,,,,,
João Neves,Paris S-G,394,pt POR,"MF,DF",19.0,2004,29,22,1844,20.5,3,8,11,3,0,0,1,0,3.0,3.0,4.0,7.0,35,144,80,0.15,0.39,0.54,0.15,0.54,0.15,0.20,0.34,0.15,0.34,Matches,France,stats_standard,20.5,1491,1634,91.2,23851,5397,787,834,94.4,570,611,93.3,101,130,77.7,8,4.0,3.9,+4.0,33,128,22,2,144,Matches,3,28,11,39.3,1.37,0.54,0.11,0.27,13.7,0,0,0,0.11,0.0,0.0,Matches,1851,46,323,1051,494,55,1851,30,16,53.3,11,36.7,1018,4913,2262,35,44,3,26,16,1397,80,Matches,68,3.32,56,1,3,2,3,3,14,0.68,14,0,0,0,0,0,Matches,1634,1538,93,35,11,17,15,48,0,0,0,0,1491,3,13,Matches,,,,,,,,
João Novais,Rio Ave,378,pt POR,MF,31.0,1993,30,15,1402,15.6,0,0,0,0,0,0,2,0,1.7,1.7,3.0,4.7,33,68,50,0.00,0.00,0.00,0.00,0.00,0.11,0.19,0.30,0.11,0.30,Matches,Portugal,stats_standard,15.6,503,676,74.4,9598,3214,201,236,85.2,211,259,81.5,76,141,53.9,0,3.0,3.2,-3.0,31,56,13,1,68,Matches,0,26,7,26.9,1.67,0.45,0.00,0.00,23.8,3,0,0,0.06,-1.7,-1.7,Matches,808,17,129,432,260,14,808,21,8,38.1,13,61.9,445,2117,1093,33,15,2,24,18,530,50,Matches,55,3.53,28,26,0,0,1,0,2,0.13,2,0,0,0,0,0,Matches,676,564,107,39,3,7,88,12,53,19,31,0,503,5,14,Matches,,,,,,,,
